MCP_NO_KARTU
9999020000010610
9999020000010650
9999020000012760
9999020000012620
9999020000012400
9999020000012410
9999020000012420
9999020000012820
9999020000012660
9999020000012740
9999020000012880
9999020000017190
9999020000012900
9999020000012980
9999020000012990
9999020000013000
9999020000013020
9999020000013040
9999020000013710
9999020000013720
9999020000013730
9999020000013750
9999020000013760
9999020000013780
9999020000013790
9999020000013800
9999020000013810
9999020000013820
9999020000013830
9999020000017210
9999020000017230
9999020000017310
9999020000017320
9999020000016080
9999020000016060
9999020000016510
9999020000016500
9999020000016310
9999020000013600
9999020000013590
9999020000013570
9999020000013560
9999020000013550
9999020000013540
9999020000013530
9999020000013520
9999020000013470
9999020000013460
9999020000013450
9999020000013420
9999020000013410
9999020000013390
9999020000014370
9999020000014390
9999020000014400
9999020000013890
9999020000013850
9999020000013860
9999020000013870
9999020000013900
9999020000013910
9999020000013930
9999020000013940
9999020000013950
9999020000013960
9999020000013970
9999020000017400
9999020000017360
9999020000017410
9999020000017450
9999020000016860
9999020000016870
9999020000016890
9999020000016910
9999010000057520
9999010000057540
9999010000076600
9999010000076610
9999010000076620
9999010000076630
9999010000076640
9999010000076650
9999010000076660
9999010000076670
9999010000076680
9999010000084840
9999010000084890
9999010000084900
9999010000084910
9999010000084920
9999010000084930
9999010000084940
9999010000084950
9999010000084960
9999010000084970
9999010000084980
9999010000077340
9999010000077350
9999010000077360
9999010000077370
9999020000016920
9999020000016560
9999020000016580
9999020000016590
9999020000016610
9999020000016620
9999020000000210
9999020000000260
9999020000013700
9999020000013660
9999020000016950
9999020000016970
9999020000014150
9999020000014170
9999020000013680
9999020000013690
9999020000014210
9999020000014220
9999020000014240
9999020000010920
9999020000010940
9999020000010960
9999020000010270
9999020000010280
9999020000010290
9999020000010300
9999020000016770
9999020000016550
9999020000016940
9999020000006630
9999020000006370
9999010000126290
9999010000126310
9999020000013630
9999020000013640
9999010000075380
9999010000075500
9999010000075510
9999010000075520
9999010000075530
9999010000067600
9999010000067610
9999010000067620
9999010000067630
9999010000067640
9999010000067650
9999010000067660
9999010000067680
9999010000067700
9999010000067720
9999010000067730
9999020000005730
9999020000005740
9999020000005750
9999020000007650
9999020000005900
9999020000018150
9999020000005350
9999020000018920
9999020000018660
9999020000017710
9999010000068050
9999010000068320
9999010000068330
9999010000068340
9999010000068350
9999010000068360
9999010000068370
9999010000068380
9999010000068390
9999010000068400
9999010000068410
9999010000068420
9999010000068430
9999010000068440
9999010000068450
9999010000068460
9999010000068470
9999010000068480
9999010000103170
9999010000103270
9999010000103280
9999010000068970
9999010000068980
9999010000077380
9999010000077390
9999010000077400
9999010000077410
9999010000077420
9999010000085350
9999010000085360
9999010000085370
9999010000085390
9999010000085400
9999010000085410
9999010000091590
9999010000091600
9999010000109410
9999010000109420
9999010000109430
9999010000109450
9999010000095400
9999010000095410
9999010000095420
9999010000095430
9999010000126410
9999020000006670
9999020000006700
9999020000010330
9999020000010310
9999020000010340
9999020000010350
9999020000010360
9999020000010370
9999020000010380
9999020000010390
9999020000010420
9999020000011800
9999020000000340
9999020000000350
9999020000000360
9999020000010430
9999020000015240
9999020000015260
9999020000015300
9999020000013380
9999020000013370
9999020000013350
9999020000013300
9999020000013340
9999020000013330
9999020000013320
9999020000013310
9999020000013270
9999020000013260
9999020000013290
9999020000013250
9999020000013210
9999020000013200
9999020000013190
9999020000013240
9999020000013080
9999020000013100
9999020000008190
9999020000008200
9999020000008450
9999020000008320
9999020000008440
9999020000008360
9999020000008410
9999020000008430
9999020000008480
9999020000018430
9999020000018360
9999020000018330
9999020000018180
9999020000018170
9999020000018080
9999020000018130
9999020000018090
9999020000005090
9999010000092130
9999010000092140
9999010000092150
9999010000092160
9999010000092170
9999010000092180
9999010000092190
9999010000092200
9999010000092210
9999010000092220
9999010000068990
9999010000069000
9999010000069010
9999010000069020
9999010000069030
9999010000096940
9999010000096950
9999010000096960
9999010000096970
9999010000096980
9999010000097400
9999010000097410
9999010000097420
9999010000097450
9999010000097460
9999010000097470
9999010000110250
9999010000110260
9999010000084350
9999010000085730
9999010000085740
9999010000126430
9999010000102090
9999010000095810
9999010000095820
9999010000120770
9999010000120830
9999010000122360
9999010000083670
9999010000083680
9999010000083690
9999010000083720
9999010000083730
9999010000083740
9999010000083770
9999010000083810
9999010000083820
9999010000083830
9999010000056810
9999010000083970
9999010000083990
9999010000084000
9999010000084010
9999020000013150
9999020000016380
9999020000016540
9999020000011890
9999020000011590
9999020000000310
9999020000000290
9999020000014330
9999020000014340
9999020000012790
9999020000012830
9999020000016180
9999020000016110
9999020000016130
9999020000016050
9999020000016250
9999020000016670
9999020000016030
9999020000016520
9999020000016090
9999020000016530
9999020000017120
9999020000017140
9999020000011110
9999020000011040
9999020000010860
9999020000010850
9999020000012860
9999020000016120
9999020000016320
9999020000016220
9999020000016260
9999020000016480
9999020000016350
9999020000016690
9999020000016330
9999020000016440
9999020000007390
9999020000007360
9999010000092230
9999020000027830
9999020000027800
9999020000027860
9999010000116630
9999010000116640
9999010000116650
9999010000116660
9999010000116670
9999010000116680
9999010000116690
9999010000116700
9999010000119580
9999010000119610
9999010000119650
9999020000017720
9999020000017730
9999020000017940
9999020000017930
9999020000017910
9999020000017920
9999020000017950
9999020000017060
9999020000017080
9999010000075240
9999010000067360
9999010000085780
9999010000085800
9999010000085810
9999010000085820
9999010000058790
9999010000058850
9999010000068080
9999010000068090
9999010000068100
9999010000068110
9999010000068120
9999010000068130
9999010000068140
9999010000068150
9999010000068160
9999010000068170
9999010000068180
9999010000102560
9999020000003100
9999020000003090
9999020000003160
9999020000003140
9999010000068490
9999010000084030
9999010000084050
9999010000084060
9999010000084080
9999010000084090
9999010000084100
9999010000084110
9999010000084120
9999010000084130
9999010000076340
9999010000075880
9999010000075890
9999010000084400
9999010000084410
9999010000084420
9999010000084430
9999010000084440
9999010000084450
9999010000084460
9999010000076690
9999010000076700
9999020000007400
9999020000007330
9999020000007370
9999020000007420
9999020000007430
9999020000007290
9999010000067240
9999010000067250
9999010000067350
9999020000018560
9999020000018590
9999020000018580
9999020000018570
9999020000018650
9999020000018680
9999020000018600
9999020000019720
9999020000018620
9999010000091840
9999010000091850
9999010000091860
9999010000091870
9999010000091880
9999020000018700
9999020000019880
9999020000019790
9999020000018830
9999010000067400
9999010000067410
9999010000067420
9999010000067430
9999010000067440
9999010000067450
9999010000067460
9999010000067470
9999010000067510
9999010000067520
9999010000067530
9999020000005110
9999020000005130
9999020000005150
9999020000005160
9999020000005180
9999020000005210
9999020000005220
9999020000005240
9999020000005260
9999020000005270
9999020000005280
9999020000005320
9999020000005330
9999010000091990
9999010000092000
9999010000092010
9999010000092020
9999010000068510
9999010000068520
9999010000068530
9999010000103100
9999010000103290
